                 Konz                  Konz                  Konz.                                                             
                         0,5                   1,5                     3                                                       
                 Absorb.               Absorb.               Absorb.                                                           
1.Wh                   0,020                 0,124                 0,283      0,300      0,283                                 
2.Wh                   0,017                 0,124                 0,231      0,267      0,267                                 
3.Wh                   0,021                 0,126                 0,304      0,323      0,304                                 
                                                                                                                               
Mittelwert             0,019                 0,125                 0,273      0,297      0,285                                 
Standardabwichung      0,002                 0,001                 0,038      0,028      0,019                                 
                                                                                                                               
                                                                                                                               
              0,5      0,020                                                                                                   
              0,5      0,017                                                                                                   
              0,5      0,021                                                                                                   
              1,5      0,124                                                                                                   
              1,5      0,124                                                                                                   
              1,5      0,126                                                                                                   
                3      0,283                                                                                                   
                3      0,267                                                                                                   
                3      0,304                                                                                                   
                                                                                                                               
                                               ###                                                                             
                                               ###                                                                             
                                                                                                                               
                                                                                                                               
                                                                                                                               
                                                                                                                               
                                                                                                                               
                                                                                                                               
                                                                                                                               
                                                                                                                               
                                                                                                                               
                                                                                                                               
                                                                                                                               
Messwerte                                                                                                                      
                                                                                                                               
A1               Konz [ug/mlMittelwert Standardabw                      N [mg/l]                         cnf(MW)    tEMP       tcrit      
            0,029      0,594                                                  0,463                                            
            0,063      0,914      0,694      0,191                            0,713      0,542                 0,473       1,77       2,92
            0,027      0,575                                                  0,449                                            
                                                                              0,000                                            
A2                                                                            0,000                                            
            0,153      1,762                                                  1,374                                            
            0,148      1,715      1,749      0,030                            1,338      1,364                 0,075      71,47       2,92
            0,154      1,771                                                  1,382                                            
                                                                              0,000                                            
A3                                                                            0,000                                            
            0,029      0,594                                                  0,463                                            
            0,028      0,585      0,588      0,005                            0,456      0,458                 0,014      27,95       2,92
            0,028      0,585                                                  0,456                                            
